vertices: 3940, polygons: 4498
       idx,             dist_ki,           dist_edbt,             cost_ki,           cost_edbt,   vnum_ki, vnum_edbt
       374/3,             4181.15,             4181.15,              61.862,              498817,         2,         2
       374/4,             4510.13,             4510.13,              61.862,              498817,         2,         2
       375/0,                   0,                   0,              79.113,              468243,         1,         2
       375/1,             2335.73,             2335.73,              79.113,              468243,         2,         2
       375/2,                2825,                2825,              79.113,              468243,         2,         2
       375/3,             2855.77,             2855.77,              79.113,              468243,         2,         2
       375/4,             6260.46,             6260.46,              79.113,              468243,         4,         4
       376/0,                   0,                   0,              28.172,              148493,         1,         2
       376/1,             1177.96,             1177.96,              28.172,              148493,         2,         2
       376/2,              2046.5,              2046.5,              28.172,              148493,         2,         2
       376/3,             2094.68,             2094.68,              28.172,              148493,         2,         2
       376/4,             3921.04,             3921.04,              28.172,              148493,         2,         2
       377/0,                   0,                   0,              44.002,              104040,         1,         2
       377/1,             2333.21,             2333.21,              44.002,              104040,         2,         2
       377/2,             4599.82,             4599.82,              44.002,              104040,         3,         3
       377/3,             4743.13,             4743.13,              44.002,              104040,         3,         3
       377/4,             5613.06,             5613.06,              44.002,              104040,         2,         2
       378/0,                   0,                   0,              14.485,             31173.6,         1,         2
       378/1,              923.65,              923.65,              14.485,             31173.6,         2,         2
       378/2,             2333.36,             2333.36,              14.485,             31173.6,         2,         2
       378/3,             3243.77,             3243.77,              14.485,             31173.6,         2,         2
       378/4,             6923.27,             6923.27,              14.485,             31173.6,         2,         2
       379/0,                   0,                   0,              50.864,              169219,         1,         2
       379/1,             910.711,             910.711,              50.864,              169219,         3,         3
       379/2,             3790.21,             3790.21,              50.864,              169219,         3,         3
       379/3,             3799.59,             3799.59,              50.864,              169219,         2,         2
       379/4,             4645.05,             4645.05,              50.864,              169219,         4,         4
       380/0,                   0,                   0,             168.639,              184849,         1,         2
       380/1,             2663.29,             2663.29,             168.639,              184849,         2,         2
       380/2,             3799.59,             3799.59,             168.639,              184849,         2,         2
       380/3,             4527.24,             4527.24,             168.639,              184849,         3,         3
       380/4,             4693.66,             4693.66,             168.639,              184849,         3,         3
       381/0,                   0,                   0,              25.601,             80141.8,         1,         2
       381/1,             1657.94,             1657.94,              25.601,             80141.8,         2,         2
       381/2,             1841.53,             1841.53,              25.601,             80141.8,         2,         2
       381/3,             1909.26,             1909.26,              25.601,             80141.8,         2,         2
       381/4,             3487.31,             3487.31,              25.601,             80141.8,         2,         2
       382/0,                   0,                   0,              95.903,              157721,         1,         2
       382/1,             2127.41,             2127.41,              95.903,              157721,         2,         2
       382/2,             2188.01,             2188.01,              95.903,              157721,         2,         2
       382/3,             4244.86,             4244.86,              95.903,              157721,         2,         2
       382/4,             6334.34,             6334.34,              95.903,              157721,         3,         3
       383/0,                   0,                   0,              47.673,              111230,         1,         2
       383/1,             1478.42,             1478.42,              47.673,              111230,         2,         2
       383/2,             1582.74,             1582.74,              47.673,              111230,         4,         4
       383/3,             3714.24,             3714.24,              47.673,              111230,         4,         4
       383/4,             4601.18,             4601.18,              47.673,              111230,         3,         3
       384/0,                   0,                   0,              50.664,              213272,         1,         2
       384/1,             1892.06,             1892.06,              50.664,              213272,         2,         2
       384/2,             3593.83,             3593.83,              50.664,              213272,         3,         3
       384/3,             4407.23,             4407.23,              50.664,              213272,         2,         2
       384/4,              4436.5,              4436.5,              50.664,              213272,         5,         5
       385/0,                   0,                   0,              71.569,              271261,         1,         2
       385/1,             1238.11,             1238.11,              71.569,              271261,         2,         2
       385/2,              5636.7,              5636.7,              71.569,              271261,         3,         3
       385/3,             5868.86,             5868.86,              71.569,              271261,         3,         3
       385/4,             6139.24,             6139.24,              71.569,              271261,         2,         2
       386/0,                   0,                   0,              25.752,             63366.7,         1,         2
       386/1,             2226.86,             2226.86,              25.752,             63366.7,         2,         2
       386/2,             2299.98,             2299.98,              25.752,             63366.7,         3,         3
       386/3,             2359.91,             2359.91,              25.752,             63366.7,         2,         2
       386/4,             3569.04,             3569.04,              25.752,             63366.7,         2,         2
       387/0,                   0,                   0,              33.456,             83953.6,         1,         2
       387/1,             3018.51,             3018.51,              33.456,             83953.6,         3,         3
       387/2,             4023.26,             4023.26,              33.456,             83953.6,         3,         3
       387/3,             4268.85,             4268.85,              33.456,             83953.6,         2,         2
       387/4,                4418,                4418,              33.456,             83953.6,         2,         2
       388/0,                   0,                   0,               57.27,             98866.7,         1,         2
       388/1,             878.103,             878.103,               57.27,             98866.7,         2,         2
       388/2,             1234.46,             1234.46,               57.27,             98866.7,         2,         2
       388/3,             1478.53,             1478.53,               57.27,             98866.7,         2,         2
       388/4,             1731.49,             1731.49,               57.27,             98866.7,         2,         2
       389/0,                   0,                   0,              28.063,             75054.5,         1,         2
       389/1,             1915.25,             1915.25,              28.063,             75054.5,         2,         2
       389/2,             2094.68,             2094.68,              28.063,             75054.5,         2,         2
       389/3,             2377.46,             2377.46,              28.063,             75054.5,         2,         2
       389/4,             5192.82,             5192.82,              28.063,             75054.5,         2,         2
       390/0,                   0,                   0,              64.244,              398640,         1,         2
       390/1,             2786.98,             2786.98,              64.244,              398640,         3,         3
       390/2,             3693.08,             3693.08,              64.244,              398640,         3,         3
       390/3,             4124.95,             4124.95,              64.244,              398640,         2,         2
       390/4,             6255.42,             6255.42,              64.244,              398640,         5,         5
       391/0,                   0,                   0,              60.127,              276230,         1,         2
       391/1,             1553.66,             1553.66,              60.127,              276230,         2,         2
       391/2,             1866.31,             1866.31,              60.127,              276230,         2,         2
       391/3,             4140.01,             4140.01,              60.127,              276230,         2,         2
       391/4,             4798.56,             4798.56,              60.127,              276230,         4,         4
       392/0,                   0,                   0,              46.778,              121772,         1,         2
       392/1,             1273.86,             1273.86,              46.778,              121772,         2,         2
       392/2,             3799.54,             3799.54,              46.778,              121772,         3,         3
       392/3,             5143.81,             5143.81,              46.778,              121772,         3,         3
       392/4,             5614.53,             5614.53,              46.778,              121772,         3,         3
       393/0,                   0,                   0,              28.507,              180696,         1,         2
       393/1,             612.945,             612.945,              28.507,              180696,         2,         2
       393/2,             3577.21,             3577.21,              28.507,              180696,         2,         2
       393/3,             4124.87,             4124.87,              28.507,              180696,         2,         2
       393/4,             4134.11,             4134.11,              28.507,              180696,         3,         3
       394/0,                   0,                   0,             119.539,              315967,         1,         2
       394/1,             4866.37,             4866.37,             119.539,              315967,         4,         4
       394/2,             5103.15,             5103.15,             119.539,              315967,         3,         3
       394/3,             5457.97,             5457.97,             119.539,              315967,         3,         3
       394/4,             5716.46,             5716.46,             119.539,              315967,         3,         3
       395/0,                   0,                   0,              43.302,             87318.9,         1,         2
       395/1,             2733.75,             2733.75,              43.302,             87318.9,         2,         2
       395/2,             7879.84,             7879.84,              43.302,             87318.9,         3,         3
       395/3,              9262.7,              9262.7,              43.302,             87318.9,         2,         2
       395/4,             9849.16,             9849.16,              43.302,             87318.9,         3,         3
       396/0,                   0,                   0,              47.107,              164963,         1,         2
       396/1,             1859.57,             1859.57,              47.107,              164963,         3,         3
       396/2,             1999.01,             1999.01,              47.107,              164963,         3,         3
       396/3,             4206.51,             4206.51,              47.107,              164963,         2,         2
       396/4,             5034.21,             5034.21,              47.107,              164963,         3,         3
       397/0,                   0,                   0,              59.382,              142912,         1,         2
       397/1,             363.418,             363.418,              59.382,              142912,         2,         2
       397/2,             3114.68,             3114.68,              59.382,              142912,         3,         3
       397/3,             5003.95,             5003.95,              59.382,              142912,         3,         3
       397/4,             5129.47,             5129.47,              59.382,              142912,         2,         2
       398/0,                   0,                   0,              34.595,              119095,         1,         2
       398/1,             1624.78,             1624.78,              34.595,              119095,         2,         2
       398/2,             2733.15,             2733.15,              34.595,              119095,         2,         2
       398/3,             4235.13,             4235.13,              34.595,              119095,         2,         2
       398/4,             5112.83,             5112.83,              34.595,              119095,         2,         2
       399/0,                   0,                   0,              25.029,              128212,         1,         2
       399/1,             1833.13,             1833.13,              25.029,              128212,         2,         2
       399/2,             2016.98,             2016.98,              25.029,              128212,         3,         3
       399/3,             2473.04,             2473.04,              25.029,              128212,         2,         2
       399/4,             3487.31,             3487.31,              25.029,              128212,         2,         2
       400/0,                   0,                   0,              38.368,             98125.7,         1,         2
       400/1,             2116.93,             2116.93,              38.368,             98125.7,         2,         2
       400/2,             2905.17,             2905.17,              38.368,             98125.7,         2,         2
       400/3,             3197.03,             3197.03,              38.368,             98125.7,         2,         2
       400/4,             3549.47,             3549.47,              38.368,             98125.7,         2,         2
       401/0,                   0,                   0,              59.501,         1.15057e+06,         1,         2
       401/1,             1144.54,             1144.54,              59.501,         1.15057e+06,         2,         2
       401/2,             1715.54,             1715.54,              59.501,         1.15057e+06,         2,         2
       401/3,             2846.01,             2846.01,              59.501,         1.15057e+06,         2,         2
       401/4,             5310.47,             5310.47,              59.501,         1.15057e+06,         2,         2
       402/0,                   0,                   0,              76.356,              178187,         1,         2
       402/1,             237.876,             237.876,              76.356,              178187,         2,         2
       402/2,             3072.04,             3072.04,              76.356,              178187,         2,         2
       402/3,             3300.02,             3300.02,              76.356,              178187,         2,         2
       402/4,             5642.53,             5642.53,              76.356,              178187,         4,         4
       403/0,                   0,                   0,              81.655,              523295,         1,         2
       403/1,             4075.47,             4075.47,              81.655,              523295,         3,         3
       403/2,             4744.05,             4744.05,              81.655,              523295,         2,         2
       403/3,             5078.91,             5078.91,              81.655,              523295,         2,         2
       403/4,             5471.91,             5471.91,              81.655,              523295,         3,         3
       404/0,                   0,                   0,              100.01,              429873,         1,         2
       404/1,             4329.41,             4329.41,              100.01,              429873,         3,         3
       404/2,             5879.47,             5879.47,              100.01,              429873,         6,         6
       404/3,             6413.13,             6413.13,              100.01,              429873,         3,         3
       404/4,             6555.32,             6555.32,              100.01,              429873,         3,         3
       405/0,                   0,                   0,              46.127,              120725,         1,         2
       405/1,             1177.87,             1177.87,              46.127,              120725,         2,         2
       405/2,             4295.69,             4295.69,              46.127,              120725,         3,         3
       405/3,             4694.59,             4694.59,              46.127,              120725,         4,         4
       405/4,             4966.23,             4966.23,              46.127,              120725,         3,         3
       406/0,                   0,                   0,              51.957,              193815,         1,         2
       406/1,             910.711,             910.711,              51.957,              193815,         3,         3
       406/2,             3390.38,             3390.38,              51.957,              193815,         4,         4
       406/3,             4245.22,             4245.22,              51.957,              193815,         5,         5
       406/4,             4693.66,             4693.66,              51.957,              193815,         3,         3
       407/0,                   0,                   0,              18.245,             38225.6,         1,         2
       407/1,             2510.18,             2510.18,              18.245,             38225.6,         2,         2
       407/2,                2586,                2586,              18.245,             38225.6,         2,         2
       407/3,             2943.17,             2943.17,              18.245,             38225.6,         2,         2
       407/4,             3265.32,             3265.32,              18.245,             38225.6,         2,         2
       408/0,                   0,                   0,              20.632,              355325,         1,         2
       408/1,             1073.56,             1073.56,              20.632,              355325,         2,         2
       408/2,             2340.93,             2340.93,              20.632,              355325,         2,         2
       408/3,             2815.11,             2815.11,              20.632,              355325,         2,         2
       408/4,             3151.37,             3151.37,              20.632,              355325,         3,         3
       409/0,                   0,                   0,              27.682,             47428.3,         1,         2
       409/1,             2733.15,             2733.15,              27.682,             47428.3,         2,         2
       409/2,             3799.54,             3799.54,              27.682,             47428.3,         3,         3
       409/3,              3858.8,              3858.8,              27.682,             47428.3,         3,         3
       409/4,             4072.99,             4072.99,              27.682,             47428.3,         3,         3
       410/0,                   0,                   0,              35.264,             63376.8,         1,         2
       410/1,             1697.75,             1697.75,              35.264,             63376.8,         2,         2
       410/2,             3157.48,             3157.48,              35.264,             63376.8,         3,         3
       410/3,             4043.23,             4043.23,              35.264,             63376.8,         2,         2
       410/4,             4153.59,             4153.59,              35.264,             63376.8,         2,         2
       411/0,                   0,                   0,              45.375,              198978,         1,         2
       411/1,             1918.32,             1918.32,              45.375,              198978,         2,         2
       411/2,             3181.83,             3181.83,              45.375,              198978,         3,         3
       411/3,             4235.62,             4235.62,              45.375,              198978,         3,         3
       411/4,             4742.12,             4742.12,              45.375,              198978,         3,         3
       412/0,                   0,                   0,              93.398,             96607.7,         1,         2
       412/1,             5324.04,             5324.04,              93.398,             96607.7,         4,         4
       412/2,              6490.6,              6490.6,              93.398,             96607.7,         4,         4
       412/3,             6890.57,             6890.57,              93.398,             96607.7,         4,         4
       412/4,             7949.75,             7949.75,              93.398,             96607.7,         5,         5
       413/0,                   0,                   0,              32.635,              122654,         1,         2
       413/1,             2064.51,             2064.51,              32.635,              122654,         3,         3
       413/2,             2132.97,             2132.97,              32.635,              122654,         2,         2
       413/3,             2673.27,             2673.27,              32.635,              122654,         3,         3
       413/4,             3625.26,             3625.26,              32.635,              122654,         3,         3
       414/0,                   0,                   0,              67.143,              227194,         1,         2
       414/1,             3258.21,             3258.21,              67.143,              227194,         4,         4
       414/2,             3515.14,             3515.14,              67.143,              227194,         3,         3
       414/3,             4696.57,             4696.57,              67.143,              227194,         3,         3
       414/4,             5616.71,             5616.71,              67.143,              227194,         3,         3
       415/0,                   0,                   0,             147.717,              421406,         1,         2
       415/1,             384.574,             384.574,             147.717,              421406,         2,         2
       415/2,             6501.73,             6501.73,             147.717,              421406,         4,         4
       415/3,             7109.94,             7109.94,             147.717,              421406,         3,         3
       415/4,             7118.84,             7118.84,             147.717,              421406,         3,         3
       416/0,                   0,                   0,              29.245,             87585.8,         1,         2
       416/1,             4532.86,             4532.86,              29.245,             87585.8,         2,         2
       416/2,             4599.19,             4599.19,              29.245,             87585.8,         4,         4
       416/3,              5026.8,              5026.8,              29.245,             87585.8,         4,         4
       416/4,             5032.16,             5032.16,              29.245,             87585.8,         2,         2
       417/0,                   0,                   0,             107.965,              240900,         1,         2
       417/1,              1114.7,              1114.7,             107.965,              240900,         2,         2
       417/2,             3014.55,             3014.55,             107.965,              240900,         2,         2
       417/3,             3570.25,             3570.25,             107.965,              240900,         8,         8
       417/4,             4493.91,             4493.91,             107.965,              240900,         3,         3
       418/0,                   0,                   0,              61.963,              161151,         1,         2
       418/1,             905.058,             905.058,              61.963,              161151,         2,         2
       418/2,             2109.72,             2109.72,              61.963,              161151,         2,         2
       418/3,             2532.81,             2532.81,              61.963,              161151,         2,         2
       418/4,             2873.43,             2873.43,              61.963,              161151,         3,         3
       419/0,                   0,                   0,              41.108,              263040,         1,         2
       419/1,             2071.15,             2071.15,              41.108,              263040,         2,         2
       419/2,             2444.07,             2444.07,              41.108,              263040,         2,         2
       419/3,             2596.34,             2596.34,              41.108,              263040,         2,         2
       419/4,             3938.86,             3938.86,              41.108,              263040,         2,         2
       420/0,                   0,                   0,              42.674,             69751.8,         1,         2
       420/1,             2723.19,             2723.19,              42.674,             69751.8,         3,         3
       420/2,             3098.42,             3098.42,              42.674,             69751.8,         2,         2
       420/3,              3597.4,              3597.4,              42.674,             69751.8,         3,         3
       420/4,             3895.79,             3895.79,              42.674,             69751.8,         3,         3
       421/0,                   0,                   0,              61.212,             90856.7,         1,         2
       421/1,             1608.99,             1608.99,              61.212,             90856.7,         2,         2
       421/2,              2231.6,              2231.6,              61.212,             90856.7,         2,         2
       421/3,             5121.98,             5121.98,              61.212,             90856.7,         2,         2
       421/4,             6890.57,             6890.57,              61.212,             90856.7,         4,         4
       422/0,                   0,                   0,              99.888,              571504,         1,         2
       422/1,             3446.11,             3446.11,              99.888,              571504,         2,         2
       422/2,             4075.47,             4075.47,              99.888,              571504,         3,         3
       422/3,             4671.86,             4671.86,              99.888,              571504,         3,         3
       422/4,             5973.58,             5973.58,              99.888,              571504,         2,         2
       423/0,                   0,                   0,              21.843,             76861.3,         1,         2
       423/1,             1547.19,             1547.19,              21.843,             76861.3,         2,         2
       423/2,             1783.53,             1783.53,              21.843,             76861.3,         2,         2
       423/3,             2340.74,             2340.74,              21.843,             76861.3,         2,         2
       423/4,             2873.43,             2873.43,              21.843,             76861.3,         3,         3
       424/0,                   0,                   0,              45.163,              230142,         1,         2
       424/1,             484.175,             484.175,              45.163,              230142,         2,         2
       424/2,             3093.12,             3093.12,              45.163,              230142,         3,         3
       424/3,             3240.06,             3240.06,              45.163,              230142,         3,         3
       424/4,             4407.23,             4407.23,              45.163,              230142,         2,         2
       425/0,                   0,                   0,              48.676,              102742,         1,         2
       425/1,             2963.16,             2963.16,              48.676,              102742,         2,         2
       425/2,             3978.08,             3978.08,              48.676,              102742,         2,         2
       425/3,             4287.49,             4287.49,              48.676,              102742,         5,         5
       425/4,             5208.75,             5208.75,              48.676,              102742,         5,         5
       426/0,                   0,                   0,              22.619,              118228,         1,         2
       426/1,             228.035,             228.035,              22.619,              118228,         2,         2
       426/2,             3080.59,             3080.59,              22.619,              118228,         2,         2
       426/3,             3300.02,             3300.02,              22.619,              118228,         2,         2
       426/4,             3481.83,             3481.83,              22.619,              118228,         3,         3
       427/0,                   0,                   0,             188.737,              655569,         1,         2
       427/1,             3287.29,             3287.29,             188.737,              655569,         3,         3
       427/2,             4660.07,             4660.07,             188.737,              655569,         4,         4
       427/3,             8325.12,             8325.12,             188.737,              655569,         4,         4
       427/4,              8961.6,              8961.6,             188.737,              655569,         4,         4
       428/0,                   0,                   0,              41.526,              157837,         1,         2
       428/1,             3386.82,             3386.82,              41.526,              157837,         3,         3
       428/2,             3618.93,             3618.93,              41.526,              157837,         2,         2
       428/3,             4268.85,             4268.85,              41.526,              157837,         2,         2
       428/4,             5019.77,             5019.77,              41.526,              157837,         3,         3
       429/0,                   0,                   0,             130.104,              554873,         1,         2
       429/1,             3276.77,             3276.77,             130.104,              554873,         2,         2
       429/2,             4053.32,             4053.32,             130.104,              554873,         4,         4
       429/3,             4966.92,             4966.92,             130.104,              554873,         3,         3
       429/4,             6463.42,             6463.42,             130.104,              554873,         3,         3
       430/0,                   0,                   0,             252.292,              454773,         1,         2
       430/1,             4660.07,             4660.07,             252.292,              454773,         4,         4
       430/2,             6267.84,             6267.84,             252.292,              454773,         4,         4
       430/3,             6904.32,             6904.32,             252.292,              454773,         4,         4
       430/4,             7727.41,             7727.41,             252.292,              454773,         4,         4
       431/0,                   0,                   0,              52.737,              299442,         1,         2
       431/1,             2820.91,             2820.91,              52.737,              299442,         2,         2
       431/2,              4523.5,              4523.5,              52.737,              299442,         6,         6
       431/3,             4564.06,             4564.06,              52.737,              299442,         2,         2
       431/4,             4853.14,             4853.14,              52.737,              299442,         3,         3
       432/0,                   0,                   0,              55.865,              107699,         1,         2
       432/1,             2694.79,             2694.79,              55.865,              107699,         2,         2
       432/2,              4566.7,              4566.7,              55.865,              107699,         3,         3
       432/3,             5169.26,             5169.26,              55.865,              107699,         3,         3
       432/4,             5568.46,             5568.46,              55.865,              107699,         4,         4
       433/0,                   0,                   0,              22.209,             47521.7,         1,         2
       433/1,             1278.79,             1278.79,              22.209,             47521.7,         2,         2
       433/2,             1841.53,             1841.53,              22.209,             47521.7,         2,         2
       433/3,             2271.92,             2271.92,              22.209,             47521.7,         3,         3
       433/4,             3334.92,             3334.92,              22.209,             47521.7,         3,         3
       434/0,                   0,                   0,              34.677,             76147.4,         1,         2
       434/1,             2130.54,             2130.54,              34.677,             76147.4,         2,         2
       434/2,             2915.79,             2915.79,              34.677,             76147.4,         2,         2
       434/3,             3107.33,             3107.33,              34.677,             76147.4,         2,         2
       434/4,             3132.78,             3132.78,              34.677,             76147.4,         3,         3
       435/0,                   0,                   0,              25.597,             56546.6,         1,         2
       435/1,             1373.82,             1373.82,              25.597,             56546.6,         2,         2
       435/2,              1700.7,              1700.7,              25.597,             56546.6,         2,         2
       435/3,              2014.4,              2014.4,              25.597,             56546.6,         2,         2
       435/4,             3209.27,             3209.27,              25.597,             56546.6,         2,         2
       436/0,                   0,                   0,              69.538,              722736,         1,         2
       436/1,             1119.59,             1119.59,              69.538,              722736,         2,         2
       436/2,             2660.97,             2660.97,              69.538,              722736,         2,         2
       436/3,             3852.37,             3852.37,              69.538,              722736,         2,         2
       436/4,             4577.25,             4577.25,              69.538,              722736,         3,         3
       437/0,                   0,                   0,              30.177,              286086,         1,         2
       437/1,             753.024,             753.024,              30.177,              286086,         2,         2
       437/2,             1956.08,             1956.08,              30.177,              286086,         2,         2
       437/3,             2905.17,             2905.17,              30.177,              286086,         2,         2
       437/4,             3090.46,             3090.46,              30.177,              286086,         3,         3
       438/0,                   0,                   0,               42.32,              271792,         1,         2
       438/1,             1862.56,             1862.56,               42.32,              271792,         2,         2
       438/2,             3107.33,             3107.33,               42.32,              271792,         2,         2
       438/3,             3157.48,             3157.48,               42.32,              271792,         3,         3
       438/4,             4060.58,             4060.58,               42.32,              271792,         3,         3
       439/0,                   0,                   0,              34.454,              233444,         1,         2
       439/1,             2315.59,             2315.59,              34.454,              233444,         2,         2
       439/2,             4260.25,             4260.25,              34.454,              233444,         2,         2
       439/3,             4614.67,             4614.67,              34.454,              233444,         3,         3
       439/4,             4996.46,             4996.46,              34.454,              233444,         3,         3
       440/0,                   0,                   0,              57.707,              168419,         1,         2
       440/1,             2151.83,             2151.83,              57.707,              168419,         4,         4
       440/2,             2358.95,             2358.95,              57.707,              168419,         3,         3
       440/3,             2592.78,             2592.78,              57.707,              168419,         4,         4
       440/4,             3285.57,             3285.57,              57.707,              168419,         3,         3
       441/0,                   0,                   0,              17.321,             28001.3,         1,         2
       441/1,             401.995,             401.995,              17.321,             28001.3,         2,         2
       441/2,             2370.71,             2370.71,              17.321,             28001.3,         2,         2
       441/3,                2586,                2586,              17.321,             28001.3,         2,         2
       441/4,              3336.1,              3336.1,              17.321,             28001.3,         2,         2
       442/0,                   0,                   0,              52.961,              400602,         1,         2
       442/1,             2358.95,             2358.95,              52.961,              400602,         3,         3
       442/2,             2494.33,             2494.33,              52.961,              400602,         2,         2
       442/3,             3443.77,             3443.77,              52.961,              400602,         3,         3
       442/4,                3949,                3949,              52.961,              400602,         2,         2
       443/0,                   0,                   0,             143.934,              665542,         1,         2
       443/1,             1618.04,             1618.04,             143.934,              665542,         2,         2
       443/2,             2947.36,             2947.36,             143.934,              665542,         2,         2
       443/3,             6307.77,             6307.77,             143.934,              665542,         4,         4
       443/4,             8009.43,             8009.43,             143.934,              665542,         4,         4
       444/0,                   0,                   0,              38.399,              168666,         1,         2
       444/1,             243.655,             243.655,              38.399,              168666,         2,         2
       444/2,             1519.26,             1519.26,              38.399,              168666,         3,         3
       444/3,              3053.6,              3053.6,              38.399,              168666,         2,         2
       444/4,             3710.07,             3710.07,              38.399,              168666,         2,         2
       445/0,                   0,                   0,              45.682,              182325,         1,         2
       445/1,             1995.19,             1995.19,              45.682,              182325,         3,         3
       445/2,             3193.86,             3193.86,              45.682,              182325,         2,         2
       445/3,             3200.54,             3200.54,              45.682,              182325,         2,         2
       445/4,             3996.69,             3996.69,              45.682,              182325,         4,         4
       446/0,                   0,                   0,               43.75,              120563,         1,         2
       446/1,             1999.01,             1999.01,               43.75,              120563,         3,         3
       446/2,             2718.93,             2718.93,               43.75,              120563,         3,         3
       446/3,             4718.08,             4718.08,               43.75,              120563,         3,         3
       446/4,             5030.39,             5030.39,               43.75,              120563,         3,         3
       447/0,                   0,                   0,             114.267,              340703,         1,         2
       447/1,             2028.35,             2028.35,             114.267,              340703,         2,         2
       447/2,              2382.1,              2382.1,             114.267,              340703,         3,         3
       447/3,             5195.87,             5195.87,             114.267,              340703,         3,         3
       447/4,             5599.42,             5599.42,             114.267,              340703,         5,         5
       448/0,                   0,                   0,              20.431,             85443.5,         1,         2
       448/1,             1372.23,             1372.23,              20.431,             85443.5,         2,         2
       448/2,             1953.39,             1953.39,              20.431,             85443.5,         2,         2
       448/3,             2235.96,             2235.96,              20.431,             85443.5,         2,         2
       448/4,             3110.38,             3110.38,              20.431,             85443.5,         2,         2
       449/0,                   0,                   0,              53.191,             70285.3,         1,         2
       449/1,             315.626,             315.626,              53.191,             70285.3,         2,         2
       449/2,             2716.66,             2716.66,              53.191,             70285.3,         3,         3
       449/3,             4429.71,             4429.71,              53.191,             70285.3,         3,         3
       449/4,              4950.6,              4950.6,              53.191,             70285.3,         3,         3
       450/0,                   0,                   0,              72.375,              174499,         1,         2
       450/1,             2298.92,             2298.92,              72.375,              174499,         2,         2
