K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,gen_hi,push_hi,pop_hi,density
2,40361.8,1140.92,2813.66,2451,8,117,22,3198,22,39,341,0.0177936
2,46040.3,1140.92,2813.66,2451,12,117,22,3198,22,39,341,0.0177936
2,13053.3,801.965,672.657,588,5,83,9,2316,12,20,76,0.0177936
2,33368.7,801.965,672.657,588,5,83,9,2316,12,20,76,0.0177936
2,31090,2209.12,4891.28,4400,6,148,29,4166,21,33,354,0.0177936
2,55400.8,2209.12,4891.28,4400,9,148,29,4166,21,33,354,0.0177936
2,15893,1195.65,2653.47,2348,5,125,27,2310,22,19,247,0.0177936
2,33897.1,1195.65,2653.47,2348,11,125,27,2310,22,19,247,0.0177936
2,12961.1,915.045,815.782,722,7,104,15,2110,16,22,90,0.0177936
2,33144.2,915.045,815.782,722,7,104,15,2110,16,22,90,0.0177936
2,13322.7,823.452,1095.04,958,5,108,21,2026,12,21,117,0.0177936
2,29917.7,823.452,1095.04,958,12,108,21,2026,12,21,117,0.0177936
2,36630.8,1354.89,2106.6,1850,10,133,22,3228,18,64,261,0.0177936
2,47018.1,1354.89,2106.6,1850,5,133,22,3228,18,64,261,0.0177936
2,22560,560.934,912.42,797,5,88,17,1647,13,34,115,0.0177936
2,32586,560.934,912.42,797,5,88,17,1647,13,34,115,0.0177936
2,11212.1,312.633,488.668,425,4,56,8,933,9,17,54,0.0177936
2,22707.3,312.633,488.668,425,6,56,8,933,9,17,54,0.0177936
2,19757.3,372.667,759.34,659,4,71,11,1137,11,25,95,0.0177936
2,28701.4,372.667,759.34,659,8,71,11,1137,11,25,95,0.0177936
2,19501.5,741.227,2023.89,1777,6,89,14,2195,19,38,249,0.0177936
2,36178.8,741.227,2023.89,1777,9,89,14,2195,19,38,249,0.0177936
2,12579.8,1921.03,3128.74,2816,3,112,17,2591,17,17,225,0.0177936
2,33902,1921.03,3128.74,2816,14,112,17,2591,17,17,225,0.0177936
2,21989.9,1156.63,2682.01,2397,9,100,20,2294,14,31,259,0.0177936
2,37557.6,1156.63,2682.01,2397,11,100,20,2294,14,31,259,0.0177936
2,14071.2,946.122,1627.63,1439,3,75,10,2109,15,18,175,0.0177936
2,40923,946.122,1627.63,1439,8,75,10,2109,15,18,175,0.0177936
2,43048.1,635.961,1905.05,1643,3,74,16,1593,23,15,209,0.0177936
2,47291,635.961,1905.05,1643,14,74,16,1593,23,15,209,0.0177936
2,17069.3,1356.65,3048.34,2708,6,135,22,3593,20,40,360,0.0177936
2,42417.8,1356.65,3048.34,2708,13,135,22,3593,20,40,360,0.0177936
2,18515.7,857.739,1502.75,1297,9,122,20,2442,20,27,199,0.0177936
2,38698.7,857.739,1502.75,1297,9,122,20,2442,20,27,199,0.0177936
2,20880.9,1492.39,3640.48,3200,6,156,37,4174,26,33,468,0.0177936
2,47048.7,1492.39,3640.48,3200,7,156,37,4174,26,33,468,0.0177936
2,25745.8,693.571,2614.79,2325,12,97,18,2013,19,50,336,0.0177936
2,44412.7,693.571,2614.79,2325,16,97,18,2013,19,50,336,0.0177936
2,14509.6,1330.9,2933.6,2600,5,148,25,3833,23,17,370,0.0177936
2,48538.4,1330.9,2933.6,2600,11,148,25,3833,23,17,370,0.0177936
2,21516.6,1068.12,2190.64,1952,7,130,30,3069,21,38,245,0.0177936
2,34937.6,1068.12,2190.64,1952,16,130,30,3069,21,38,245,0.0177936
2,33192.1,1051.09,2737.63,2417,11,108,20,3017,15,44,306,0.0177936
2,33954.5,1051.09,2737.63,2417,7,108,20,3017,15,44,306,0.0177936
2,24820.1,405.448,1127.73,997,6,65,10,1168,15,11,118,0.0177936
2,25064.6,405.448,1127.73,997,9,65,10,1168,15,11,118,0.0177936
